datetime,open,high,low,close,volume
2024-11-14 11:00:00,2547.079,2555.068,2545.148,2553.603,11088
2024-11-14 12:00:00,2553.645,2556.925,2550.094,2552.236,10613
2024-11-14 13:00:00,2552.198,2560.339,2551.215,2557.077,20803
2024-11-14 14:00:00,2557.053,2565.972,2554.215,2559.757,21234
2024-11-14 15:00:00,2559.714,2572.969,2558.537,2570.203,18574
2024-11-14 16:00:00,2570.227,2577.457,2569.216,2573.937,11085
2024-11-14 17:00:00,2573.983,2575.912,2567.416,2572.981,9855
2024-11-14 18:00:00,2573.01,2573.466,2567.11,2569.945,7979
2024-11-14 19:00:00,2569.921,2576.983,2569.873,2575.994,6352
2024-11-14 20:00:00,2576.005,2576.548,2563.89,2567.27,16010
2024-11-14 21:00:00,2567.305,2569.581,2564.157,2565.334,4707
2024-11-14 23:00:00,2564.951,2567.3,2564.922,2566.923,2816
2024-11-15 00:00:00,2566.912,2567.705,2565.866,2566.903,4303
2024-11-15 01:00:00,2566.901,2571.701,2563.051,2565.048,8747
2024-11-15 02:00:00,2565.026,2571.09,2564.87,2570.151,7190
2024-11-15 03:00:00,2570.12,2571.173,2567.632,2567.78,5168
2024-11-15 04:00:00,2567.743,2569.562,2567.022,2567.052,3511
2024-11-15 05:00:00,2567.099,2567.254,2559.784,2560.013,6310
2024-11-15 06:00:00,2559.977,2563.58,2554.416,2561.502,9279
2024-11-15 07:00:00,2561.458,2564.938,2559.307,2563.754,7141
2024-11-15 08:00:00,2563.716,2569.031,2560.846,2566.8,9088
2024-11-15 09:00:00,2566.754,2569.004,2563.923,2564.02,7693
2024-11-15 10:00:00,2563.989,2570.457,2562.977,2567.876,8732
2024-11-15 11:00:00,2567.852,2573.417,2566.621,2570.798,7985
2024-11-15 12:00:00,2570.825,2571.117,2565.464,2569.11,7995
2024-11-15 13:00:00,2569.154,2575.769,2561.242,2565.334,23975
2024-11-15 14:00:00,2565.299,2575.673,2564.211,2572.787,22637
2024-11-15 15:00:00,2572.852,2576.094,2564.992,2570.757,18073
2024-11-15 16:00:00,2570.766,2573.315,2562.018,2562.201,12520
2024-11-15 17:00:00,2562.184,2564.781,2560.134,2562.968,9506
2024-11-15 18:00:00,2563.014,2567.812,2559.437,2567.532,7814
2024-11-15 19:00:00,2567.477,2568.074,2562.721,2563.873,5618
2024-11-15 20:00:00,2563.873,2563.886,2559.782,2562.306,6553
2024-11-15 21:00:00,2562.266,2563.726,2561.134,2562.993,3297
2024-11-17 23:00:00,2568.051,2575.547,2568.051,2571.469,5724
2024-11-18 00:00:00,2571.442,2577.208,2569.89,2576.599,5852
2024-11-18 01:00:00,2576.512,2597.438,2576.512,2587.022,19715
2024-11-18 02:00:00,2586.941,2595.159,2586.847,2591.129,10122
2024-11-18 03:00:00,2591.05,2592.554,2587.777,2589.887,6169
2024-11-18 04:00:00,2589.919,2593.221,2589.28,2592.268,4380
2024-11-18 05:00:00,2592.28,2592.407,2585.102,2585.604,6823
2024-11-18 06:00:00,2585.635,2587.702,2580.444,2585.993,9749
2024-11-18 07:00:00,2586.054,2587.133,2581.695,2582.862,7088
2024-11-18 08:00:00,2582.82,2590.074,2582.045,2585.685,9190
2024-11-18 09:00:00,2585.644,2597.282,2583.826,2595.675,9655
2024-11-18 10:00:00,2595.672,2596.73,2589.546,2594.017,8426
2024-11-18 11:00:00,2594.03,2595.429,2590.452,2594.436,7324
2024-11-18 12:00:00,2594.363,2597.199,2590.382,2595.136,8552
2024-11-18 13:00:00,2595.135,2605.088,2592.894,2603.963,13176
2024-11-18 14:00:00,2603.988,2610.275,2602.723,2608.179,15364
2024-11-18 15:00:00,2608.216,2613.414,2605.885,2612.96,11695
2024-11-18 16:00:00,2612.996,2615.111,2609.353,2611.611,9008
2024-11-18 17:00:00,2611.647,2611.947,2607.365,2610.508,6696
2024-11-18 18:00:00,2610.511,2612.048,2607.69,2611.13,5866
2024-11-18 19:00:00,2611.168,2612.646,2608.367,2609.872,5470
2024-11-18 20:00:00,2609.828,2611.536,2608.216,2610.246,5048
2024-11-18 21:00:00,2610.284,2612.385,2609.847,2611.745,3318
2024-11-18 23:00:00,2611.055,2613.131,2610.369,2612.728,2274
2024-11-19 00:00:00,2612.755,2613.77,2611.071,2613.356,3713
